id,name,imgurl,birthday,height,cup_size,bust,waist,hips,birthplace,hobby
4890,RION,https://pics.javhoo.net/2016/02/p4o_a.jpg,,161cm,J,105cm,58cm,89cm,,
4891,"鈴白りく",https://pics.javhoo.net/2016/02/pbs_a.jpg,1996-06-05,155cm,,80cm,58cm,85cm,"北海道","カラオケ,ダンス"
4892,"千夏",https://pics.javhoo.net/2016/02/1l_a.jpg,1980-06-09,152cm,,82cm,60cm,87cm,"東京都","ショッピング"
4893,"赤松恵",https://pics.javhoo.net/2016/02/dvk_a.jpg,,,,84cm,60cm,83cm,,
4894,"彩凪みゆ",https://pics.javhoo.net/2016/02/eo0_a.jpg,,,,,,,,
4895,"黛ミキ",https://pics.javhoo.net/2016/02/37d_a.jpg,1971-12-12,163cm,C,83cm,57cm,84cm,"東京都","スキー,マリンスポーツ,ドライブ,カラオケ"
4896,"中谷カイト",https://pics.javhoo.net/2016/02/3ll_a.jpg,1982-12-23,166cm,E,93cm,63cm,90cm,"スペイン","音楽鑑賞,ダンス,バスケットボール,歌,デザイン"
4897,"加勢リコ",https://pics.javhoo.net/2016/02/46x_a.jpg,,,,,,,,
4898,"中村りょう",https://pics.javhoo.net/2016/02/fnk_a.jpg,,,,,,,,
4899,"小阪れおん",https://pics.javhoo.net/2016/02/4l5_a.jpg,1984-09-23,162cm,E,88cm,60cm,90cm,"神奈川県","水泳"
4900,"心有花",https://pics.javhoo.net/2016/02/5dl_a.jpg,1988-06-20,160cm,C,82cm,60cm,86cm,"神奈川県","水泳,買い物"
4901,"あすか",https://pics.javhoo.net/2016/02/gn4_a.jpg,,,,,,,,
4902,"橘ユウ",https://pics.javhoo.net/2016/02/661_a.jpg,,,,,,,,
4903,"藤谷ペコ",https://pics.javhoo.net/2016/02/6d5_a.jpg,1986-03-30,160cm,F,92cm,58cm,86cm,"東京都",
4904,"翔乃まゆ",https://pics.javhoo.net/2016/02/6rd_a.jpg,,,,,,,,
4905,"香澄のあ",https://pics.javhoo.net/2016/02/6yh_a.jpg,1990-07-15,161cm,G,87cm,60cm,90cm,"東京都","動物観察,工作,ゲーム,剣道,珠算,体が柔らかい"
4906,"杉崎りな",https://pics.javhoo.net/2016/02/lkt_a.jpg,,,,84cm,59cm,85cm,,
4907,"倉本安奈（あんな）",https://pics.javhoo.net/2016/02/1q_a.jpg,1977-06-21,,,78cm,56cm,78cm,,"買い物,食べ歩き"
4908,"大原さとみ",https://pics.javhoo.net/2016/02/8u_a.jpg,1979-07-05,,,90cm,58cm,90cm,"千葉県","料理"
4909,"若菜ちえ",https://pics.javhoo.net/2016/02/bi1_a.jpg,,,,,,,,
4910,"美穂ゆうき",https://pics.javhoo.net/2016/02/bp5_a.jpg,1979-12-30,,,84cm,58cm,83cm,,"映画鑑賞,旅行"
4911,"大沢遥",https://pics.javhoo.net/2016/02/11a_a.jpg,,164cm,,83cm,61cm,87cm,,
4912,"しいな怜",https://pics.javhoo.net/2016/02/18e_a.jpg,1984-01-31,153cm,E,85cm,53cm,80cm,"新潟県","野球,バスケ"
4913,"岡田さな",https://pics.javhoo.net/2016/02/1fi_a.jpg,1984-02-26,,,,,,,"旅行,スノーボード"
4914,"田島亜樹",https://pics.javhoo.net/2016/02/lkw_a.jpg,,,,,,,,
4915,"夢野ひなた",https://pics.javhoo.net/2016/02/ocg_a.jpg,,,,,,,,
4916,"冴嶋みどり",https://pics.javhoo.net/2016/02/37i_a.jpg,1981-02-18,162cm,C,84cm,57cm,84cm,"埼玉県","食べ歩き（ラーメン）,パソコン,バスケット"
4917,"あいだもも",https://pics.javhoo.net/2016/02/3em_a.jpg,1970-06-18,162cm,,82cm,55cm,89cm,"東京都","エアロビクス"
4918,"水沢ゆうな",https://pics.javhoo.net/2016/02/3lq_a.jpg,1982-09-16,163cm,C,82cm,58cm,86cm,"東京都","おいしい料理を食べること"
4919,"佐藤えり",https://pics.javhoo.net/2016/02/3su_a.jpg,,,D,83cm,58cm,83cm,,
4920,"松岡流奈",https://pics.javhoo.net/2016/02/472_a.jpg,,,,,,,,
4921,"中山千秋",https://pics.javhoo.net/2016/02/u9_a.jpg,,160cm,C,89cm,60cm,89cm,,
4922,"森尾ひとみ",https://pics.javhoo.net/2016/02/11d_a.jpg,1973-07-26,158cm,,83cm,56cm,85cm,"新潟県",
4923,"優木ルナ",https://pics.javhoo.net/2016/02/5z2_a.jpg,1986-12-23,160cm,,82cm,58cm,80cm,"福岡県","ショッピング"
4924,"市川よしの",https://pics.javhoo.net/2016/02/666_a.jpg,1989-07-30,166cm,E,88cm,60cm,89cm,"千葉県","海外旅行"
4925,"葉山リサ",https://pics.javhoo.net/2016/02/6da_a.jpg,1986-11-01,158cm,H,96cm,59cm,87cm,"東京都","ピアノ,料理"
4926,"佐伯さき",https://pics.javhoo.net/2016/02/6ke_a.jpg,1990-03-03,155cm,H,90cm,58cm,84cm,"東京都","ネットサーフィン,読書,買い物,ブラインドタッチ"
4927,"愛川みう",https://pics.javhoo.net/2016/02/75q_a.jpg,1988-12-24,162cm,H,94cm,58cm,86cm,"千葉県","ショッピング,体が柔らかいこと"
4928,"安藤あかね",https://pics.javhoo.net/2016/02/8xq_a.jpg,,156cm,I,110cm,76cm,103cm,,
4929,"坂下もえ",https://pics.javhoo.net/2016/02/9by_a.jpg,1986-03-03,150cm,D,83cm,57cm,84cm,"東京都","音楽鑑賞,テニス"
4930,"松永里深",https://pics.javhoo.net/2016/02/1v_a.jpg,,,E,88cm,60cm,87cm,,
4931,"刹奈紫之",https://pics.javhoo.net/2016/02/8z_a.jpg,,,,,,,,
4932,"望月英子",https://pics.javhoo.net/2016/02/g3_a.jpg,,,,,,,,
4933,"桜庭奈緒",https://pics.javhoo.net/2016/02/1mr_a.jpg,,,,,,,,
4934,"美月遥",https://pics.javhoo.net/2016/02/bb2_a.jpg,,155cm,B,81cm,57cm,82cm,,
4935,"大石優花",https://pics.javhoo.net/2016/02/bpa_a.jpg,,,,,,,,
4936,"小阪すみれ",https://pics.javhoo.net/2016/02/2mb_a.jpg,1982-07-15,167cm,,90cm,62cm,87cm,"長野県","家事,アロマ"
4937,"冴木静",https://pics.javhoo.net/2016/02/3er_a.jpg,1975-10-05,,,85cm,58cm,88cm,,
4938,"小早川美晴",https://pics.javhoo.net/2016/02/3lv_a.jpg,1974-12-03,,,82cm,58cm,86cm,,
4939,"河村のぞみ",https://pics.javhoo.net/2016/02/d32_a.jpg,,,,,,,,
4940,"心愛",https://pics.javhoo.net/2016/02/403_a.jpg,1985-08-30,158cm,C,80cm,58cm,83cm,"神奈川県","映画鑑賞,新体操"
4941,"森居ちづる",https://pics.javhoo.net/2016/02/doe_a.jpg,,,E,88cm,60cm,80cm,,
4942,"長谷川るい",https://pics.javhoo.net/2016/02/oc9_a.jpg,1993-11-05,150cm,D,82cm,56cm,83cm,,
4943,"野本京香",https://pics.javhoo.net/2016/02/ojd_a.jpg,,160cm,C,86cm,59cm,88cm,,
4944,"上原愛美",https://pics.javhoo.net/2016/02/4zn_a.jpg,,,,,,,,
4945,"菊池明日香",https://pics.javhoo.net/2016/02/56r_a.jpg,,147cm,G,95cm,62cm,87cm,,
4946,"青山小百合",https://pics.javhoo.net/2016/02/eny_a.jpg,,,,,,,,
4947,"牧瀬志穂",https://pics.javhoo.net/2016/02/5kz_a.jpg,,,,,,,,
4948,"碧川梢",https://pics.javhoo.net/2016/02/5z7_a.jpg,,,,,,,,
4949,"ほしのなつ",https://pics.javhoo.net/2016/02/p4p_a.jpg,,,,,,,,
4950,"於見悦子",https://pics.javhoo.net/2016/02/6kj_a.jpg,,,,,,,,
4951,"飯島陽子",https://pics.javhoo.net/2016/02/1m_a.jpg,,,,,,,,
4952,"栗まり",https://pics.javhoo.net/2016/02/8jn_a.jpg,,,,,,,,
4953,"今井つかさ",https://pics.javhoo.net/2016/02/fu_a.jpg,1983-04-08,156cm,C,83cm,59cm,87cm,"東京都","コスプレ"
4954,"松本みどり",https://pics.javhoo.net/2016/02/9c3_a.jpg,,,,86cm,58cm,86cm,,
4955,"宝来みゆき",https://pics.javhoo.net/2016/02/my_a.jpg,1981-04-05,155cm,D,83cm,58cm,85cm,"北海道","書道"
4956,"美鈴里乃",https://pics.javhoo.net/2016/02/116_a.jpg,1980-12-16,,,88cm,59cm,88cm,,
4957,"片桐くらら",https://pics.javhoo.net/2016/02/18a_a.jpg,,167cm,G,85cm,62cm,90cm,,
4958,"吉永あき",https://pics.javhoo.net/2016/02/1fe_a.jpg,,,,,,,,
4959,"清水瞳",https://pics.javhoo.net/2016/02/gu6_a.jpg,1978-12-05,,,83cm,57cm,84cm,,
4960,"上村愛",https://pics.javhoo.net/2016/02/1tm_a.jpg,1985-06-21,153cm,C,85cm,58cm,85cm,"東京都","料理,マッサージ"
4961,"美咲恭花",https://pics.javhoo.net/2016/02/3lm_a.jpg,1981-04-11,162cm,E,87cm,58cm,89cm,"東京都","ショッピング"
4962,"山咲えり",https://pics.javhoo.net/2016/02/4e2_a.jpg,,,,,,,,
4963,"歩原らいと",https://pics.javhoo.net/2016/02/4l6_a.jpg,1983-04-28,178cm,D,85cm,60cm,90cm,"東京都","DVD鑑賞"
4964,"長野恭子",https://pics.javhoo.net/2016/02/5dm_a.jpg,,,,,,,,
4965,"金沢なな",https://pics.javhoo.net/2016/02/cw3_a.jpg,,,,,,,,
4966,"大野ゆか",https://pics.javhoo.net/2016/02/6d6_a.jpg,,150cm,D,86cm,57cm,86cm,,
4967,"矢吹杏",https://pics.javhoo.net/2016/02/6yi_a.jpg,1990-03-01,164cm,G,93cm,58cm,86cm,"東京都","DVD鑑賞"
4968,"池野心",https://pics.javhoo.net/2016/02/75m_a.jpg,1985-07-02,165cm,D,86cm,60cm,88cm,"東京都","ジェットスキー,料理,バレーボール,マッサージ"
4969,"ゆうき真央",https://pics.javhoo.net/2016/02/7cq_a.jpg,,,,90cm,64cm,96cm,,
4970,"多治見もか",https://pics.javhoo.net/2016/02/lku_a.jpg,,,,83cm,60cm,84cm,,
4971,"桂木麻也子",https://pics.javhoo.net/2016/02/7y2_a.jpg,1966-03-07,162cm,,88cm,57cm,88cm,"東京都",
4972,"大原ゆみ",https://pics.javhoo.net/2016/02/lry_a.jpg,,,,,,,,
4973,"瑠未くるみ",https://pics.javhoo.net/2016/02/lz2_a.jpg,1991-01-19,158cm,D,86cm,56cm,83cm,"東京都","アロママッサージ"
4974,"千春",https://pics.javhoo.net/2016/02/9bu_a.jpg,1984-06-20,158cm,E,90cm,58cm,88cm,"東京都","ペットと遊ぶ,走ること,料理"
4975,"舛本愛子",https://pics.javhoo.net/2016/02/aii_a.jpg,,,F,92cm,60cm,88cm,,
4976,"白鳥あきら",https://pics.javhoo.net/2016/02/18f_a.jpg,1981-04-14,170cm,B,83cm,60cm,86cm,"山形県","パソコン"
4977,"北野ひかり",https://pics.javhoo.net/2016/02/1tr_a.jpg,,,E,88cm,58cm,83cm,,
4978,"高見ゆめか",https://pics.javhoo.net/2016/02/3en_a.jpg,1975-10-28,,C,86cm,59cm,88cm,,"料理,カラオケ,ピアノ"
4979,"高杉あこ",https://pics.javhoo.net/2016/02/3lr_a.jpg,,156cm,,83cm,60cm,88cm,"東京都","寝ること,カラオケ"
4980,"佐藤優",https://pics.javhoo.net/2016/02/3sv_a.jpg,,,E,86cm,56cm,83cm,,
4981,"吉田礼子",https://pics.javhoo.net/2016/02/473_a.jpg,,,,,,,,
4982,"三田愛",https://pics.javhoo.net/2016/02/4e7_a.jpg,1983-11-26,156cm,D,80cm,56cm,80cm,"東京都","メイク,カラオケ,ショッピング"
4983,"中塚愛",https://pics.javhoo.net/2016/02/4sf_a.jpg,1983-04-06,158cm,D,85cm,58cm,84cm,"東京都","読書"
4984,"川原ゆきえ",https://pics.javhoo.net/2016/02/ocj_a.jpg,,164cm,D,85cm,58cm,86cm,,
4985,"氷咲東子",https://pics.javhoo.net/2016/02/1w_a.jpg,1981-06-07,162cm,D,86cm,60cm,88cm,"東京都","ショッピング"
4986,"樹若菜",https://pics.javhoo.net/2016/02/90_a.jpg,1983-02-03,148cm,B,82cm,57cm,83cm,"千葉県","ネイルアート"
4987,"神崎麻衣",https://pics.javhoo.net/2016/02/g4_a.jpg,1980-03-08,161cm,D,84cm,59cm,86cm,"山口県","ビリヤード"
4988,"相川みほ",https://pics.javhoo.net/2016/02/n8_a.jpg,,,,,,,,
4989,"楠木爽子",https://pics.javhoo.net/2016/02/1tw_a.jpg,,160cm,,87cm,61cm,89cm,,
4990,"田島加津子",https://pics.javhoo.net/2016/02/img_a.jpg,,,,,,,,
4991,"池上美沙",https://pics.javhoo.net/2016/02/j0o_a.jpg,1976-03-17,157cm,,82cm,53cm,84cm,"東京都",
4992,"森田久恵",https://pics.javhoo.net/2016/02/3es_a.jpg,1975-12-25,,,83cm,57cm,86cm,,"ショッピング"
4993,"城崎めぐ",https://pics.javhoo.net/2016/02/404_a.jpg,1984-11-28,150cm,B,82cm,58cm,87cm,"愛知県",
4994,"西本克子",https://pics.javhoo.net/2016/02/478_a.jpg,,,,,,,,
4995,"坂下ななえ",https://pics.javhoo.net/2016/02/4lg_a.jpg,,163cm,D,87cm,60cm,85cm,"神奈川県",
4996,"貴龍沙月",https://pics.javhoo.net/2016/02/4zo_a.jpg,,,,,,,,
4997,maron,https://pics.javhoo.net/2016/02/5dw_a.jpg,,,,,,,,
4998,"倉科つばめ",https://pics.javhoo.net/2016/02/mdk_a.jpg,,,,,,,,
4999,"松下桃香",https://pics.javhoo.net/2016/02/5s4_a.jpg,1987-02-10,150cm,D,83cm,59cm,85cm,"北海道","ショッピング,カラオケ"
5000,"愛内あみ",https://pics.javhoo.net/2016/02/6kk_a.jpg,1987-12-15,152cm,E,92cm,59cm,88cm,"静岡県","音楽鑑賞"
5001,"芝崎かんな",https://pics.javhoo.net/2016/02/oqw_a.jpg,,,,,,,,
5002,"綾波ゆめ",https://pics.javhoo.net/2016/02/p54_a.jpg,1995-06-09,150cm,G,90cm,58cm,88cm,"東京都","アニメ鑑賞"
5003,"若林優",https://pics.javhoo.net/2016/02/8qs_a.jpg,,,,,,,,
5004,"椎名真希",https://pics.javhoo.net/2016/02/21_a.jpg,1981-02-10,159cm,C,86cm,59cm,87cm,"東京都","ショッピング"
5005,"村上さえ",https://pics.javhoo.net/2016/02/9c4_a.jpg,,,,,,,,
5006,"葉月めい",https://pics.javhoo.net/2016/02/9j8_a.jpg,,163cm,I,110cm,68cm,105cm,,
5007,"小泉ニナ",https://pics.javhoo.net/2016/02/uh_a.jpg,1984-06-07,153cm,F,88cm,60cm,86cm,"広島県","ガーデニング,映画鑑賞,音楽鑑賞,スノボ"
5008,"優木愛美",https://pics.javhoo.net/2016/02/bpg_a.jpg,,,,,,,,
5009,"ほしあいな",https://pics.javhoo.net/2016/02/cp0_a.jpg,,,,,,,,
5010,"大宮良",https://pics.javhoo.net/2016/02/ev8_a.jpg,,,,,,,,
5011,"春日美音",https://pics.javhoo.net/2016/02/3ex_a.jpg,,,,,,,,
5012,"片山唯",https://pics.javhoo.net/2016/02/hfo_a.jpg,,,,,,,,
5013,"塩田友里恵",https://pics.javhoo.net/2016/02/3m1_a.jpg,,,C,83cm,58cm,86cm,,
5014,"山口絵里香",https://pics.javhoo.net/2016/02/3t5_a.jpg,,,,,,,,
5015,"桜一菜",https://pics.javhoo.net/2016/02/409_a.jpg,1986-04-06,157cm,D,83cm,60cm,85cm,"大阪府","買い物,おしゃべり"
5016,"真中みすず",https://pics.javhoo.net/2016/02/47d_a.jpg,1982-05-04,156cm,,85cm,58cm,84cm,"静岡県","料理"
5017,"大谷ひろみ",https://pics.javhoo.net/2016/02/4eh_a.jpg,,154cm,D,90cm,60cm,88cm,,
5018,"サヴァンナ-サムソン",https://pics.javhoo.net/2016/02/5l5_a.jpg,,,,,,,,
5019,"青木祐子",https://pics.javhoo.net/2016/02/5s9_a.jpg,1963-06-30,,,85cm,59cm,86cm,,
5020,"響りん",https://pics.javhoo.net/2016/02/6kp_a.jpg,,153cm,J,115cm,69cm,104cm,,
5021,"蛯沢友里",https://pics.javhoo.net/2016/02/9qh_a.jpg,,,,,,,,
5022,"新島愛美",https://pics.javhoo.net/2016/02/1x_a.jpg,,,,93cm,60cm,88cm,,
5023,"神田いづみ",https://pics.javhoo.net/2016/02/91_a.jpg,,,,,,,,
5024,"加藤ゆりあ",https://pics.javhoo.net/2016/02/ud_a.jpg,1981-08-31,150cm,,83cm,57cm,80cm,"岡山県","クラブ遊び,ダンス"
5025,"菜月紗良",https://pics.javhoo.net/2016/02/ci1_a.jpg,,,,,,,,
5026,"星乃ゆめ",https://pics.javhoo.net/2016/02/1mt_a.jpg,,,,,,,,
5027,"鈴木千里",https://pics.javhoo.net/2016/02/211_a.jpg,1988-08-02,157cm,,83cm,59cm,84cm,"宮城県","バイク,ダーツ,お菓子作り"
5028,"市川亜紀",https://pics.javhoo.net/2016/02/2f9_a.jpg,,,G,92cm,59cm,89cm,,
5029,"向井百合子",https://pics.javhoo.net/2016/02/30l_a.jpg,,,,,,,,
5030,"奥井ゆみ",https://pics.javhoo.net/2016/02/37p_a.jpg,,,,,,,,
5031,"星崎あいか",https://pics.javhoo.net/2016/02/479_a.jpg,1985-12-24,154cm,D,81cm,57cm,85cm,"東京都","英会話"
5032,"葉月優",https://pics.javhoo.net/2016/02/56t_a.jpg,1986-04-25,155cm,D,85cm,56cm,85cm,"神奈川県","ゲーム,テニス"
5033,"あおい響",https://pics.javhoo.net/2016/02/5dx_a.jpg,,,,,,,,
5034,"日比野夕希",https://pics.javhoo.net/2016/02/5z9_a.jpg,,,,,,,,
5035,"上原奈々",https://pics.javhoo.net/2016/02/66d_a.jpg,,,,80cm,60cm,84cm,,
5036,"柚本紗希",https://pics.javhoo.net/2016/02/6kl_a.jpg,1989-03-14,152cm,,85cm,57cm,85cm,,"作詞"
5037,"望月あゆみ",https://pics.javhoo.net/2016/02/8cl_a.jpg,1992-12-15,165cm,D,86cm,59cm,86cm,"神奈川県","バスケ,バレーボール,水泳"
5038,"可愛みのり",https://pics.javhoo.net/2016/02/9c5_a.jpg,1981-12-27,,,85cm,60cm,88cm,,"ショッピング"
5039,"竹内まお",https://pics.javhoo.net/2016/02/9j9_a.jpg,,,,,,,,
5040,"小沢香",https://pics.javhoo.net/2016/02/ait_a.jpg,,,,,,,,
5041,"岡田ももか",https://pics.javhoo.net/2016/02/fnp_a.jpg,,,,,,,,
5042,"美咲幸姫",https://pics.javhoo.net/2016/02/22_a.jpg,,,,,,,,
5043,"一ノ瀬茜",https://pics.javhoo.net/2016/02/96_a.jpg,1977-08-08,,,92cm,59cm,87cm,,"ネイルアート"
5044,"根本かおり",https://pics.javhoo.net/2016/02/ga_a.jpg,1984-08-22,165cm,C,83cm,60cm,86cm,"東京都","読書"
5045,"うさだひかる",https://pics.javhoo.net/2016/02/3ey_a.jpg,1983-05-16,149cm,E,86cm,61cm,83cm,"神奈川県","ピアノ"
5046,"竹内ひろこ",https://pics.javhoo.net/2016/02/3m2_a.jpg,,,,82cm,58cm,84cm,,
5047,"古谷清美",https://pics.javhoo.net/2016/02/4lm_a.jpg,,,,,,,,
5048,"白鳥果歩",https://pics.javhoo.net/2016/02/4sq_a.jpg,,,,,,,,
5049,"凛華",https://pics.javhoo.net/2016/02/5l6_a.jpg,,149cm,H,92cm,59cm,83cm,,
5050,"石黒沙良",https://pics.javhoo.net/2016/02/5sa_a.jpg,,,G,95cm,58cm,89cm,,
5051,"永井絵理香",https://pics.javhoo.net/2016/02/66i_a.jpg,,,D,87cm,59cm,86cm,,
5052,"土屋知世",https://pics.javhoo.net/2016/02/6dm_a.jpg,,,,,,,,
5053,"内田真由",https://pics.javhoo.net/2016/02/6ru_a.jpg,1985-12-08,182cm,D,98cm,68cm,100cm,"新潟県","サイクリング,料理"
5054,"浅乃かこ",https://pics.javhoo.net/2016/02/7d6_a.jpg,1989-06-15,155cm,F,87cm,58cm,85cm,"東京都",
5055,"姫野まさき",https://pics.javhoo.net/2016/02/9ca_a.jpg,1987-07-10,157cm,,80cm,59cm,87cm,"宮城県","ジャズダンス,バレエ10年"
5056,"美咲海",https://pics.javhoo.net/2016/02/bbe_a.jpg,,,,,,,,
5057,"美咲はる",https://pics.javhoo.net/2016/02/mrp_a.jpg,1995-08-16,164cm,E,86cm,60cm,88cm,"新潟県","ネイル"
5058,"眞城麗美（浅見伽揶）",https://pics.javhoo.net/2016/02/1y_a.jpg,1974-01-15,,F,93cm,60cm,94cm,,"ネイルアート"
5059,"加山由衣",https://pics.javhoo.net/2016/02/na_a.jpg,1980-09-17,157cm,B,80cm,59cm,85cm,"東京都","音楽鑑賞,ショッピング,テニス"
5060,"沖那つばさ",https://pics.javhoo.net/2016/02/ue_a.jpg,1983-06-06,160cm,D,83cm,59cm,86cm,"神奈川県","エステ,ショッピング"
5061,"今井優紀",https://pics.javhoo.net/2016/02/11i_a.jpg,,,,,,,,
5062,"甲賀ひろみ",https://pics.javhoo.net/2016/02/406_a.jpg,1978-12-17,168cm,,86cm,60cm,84cm,,"カラオケ,スノーボード"
5063,"永井レナ",https://pics.javhoo.net/2016/02/47a_a.jpg,1985-01-17,163cm,F,93cm,57cm,88cm,,"料理"
5064,"大沢瞳",https://pics.javhoo.net/2016/02/212_a.jpg,1979-01-13,,D,88cm,60cm,90cm,,"読書,音楽鑑賞"
5065,"大野香奈",https://pics.javhoo.net/2016/02/3t2_a.jpg,1982-02-17,,E,88cm,58cm,90cm,,"カラオケ"
5066,"野々村初音",https://pics.javhoo.net/2016/02/dhm_a.jpg,,158cm,G,92cm,58cm,88cm,,
5067,"今宮せつな",https://pics.javhoo.net/2016/02/4ee_a.jpg,,170cm,,88cm,62cm,90cm,,
5068,"香坂りな",https://pics.javhoo.net/2016/02/4sm_a.jpg,,,,,,,,
5069,"カーメン-ルバナ",https://pics.javhoo.net/2016/02/5l2_a.jpg,,,,,,,,
5070,"安藤さやか",https://pics.javhoo.net/2016/02/5za_a.jpg,1985-08-30,162cm,G,90cm,60cm,88cm,,"DVD鑑賞,料理"
5071,"シャンドン萌",https://pics.javhoo.net/2016/02/6rq_a.jpg,1987-02-08,165cm,G,96cm,61cm,83cm,"神奈川県","マンガ,お酒"
5072,"内田彩",https://pics.javhoo.net/2016/02/6yu_a.jpg,1984-12-08,,E,90cm,60cm,82cm,,"料理"
5073,"桧山ゆか",https://pics.javhoo.net/2016/02/eoa_a.jpg,,,,,,,,
5074,"水瀬ちあき",https://pics.javhoo.net/2016/02/8jq_a.jpg,,160cm,,82cm,58cm,84cm,,"歌,ダンス"
5075,"桜村はるな",https://pics.javhoo.net/2016/02/9c6_a.jpg,1980-11-16,,,80cm,58cm,85cm,,"旅行"
5076,"中嶋みゆき",https://pics.javhoo.net/2016/02/9qe_a.jpg,,,,,,,,
5077,"砂川愛子",https://pics.javhoo.net/2016/02/lze_a.jpg,,,,,,,,
5078,"寺島まゆみ",https://pics.javhoo.net/2016/02/bpi_a.jpg,1961-03-31,,,80cm,55cm,80cm,"東京都",
5079,"白坂ゆう",https://pics.javhoo.net/2016/02/cw6_a.jpg,,155cm,E,88cm,62cm,80cm,,
5080,"持田ゆき",https://pics.javhoo.net/2016/02/gb_a.jpg,1985-01-05,160cm,F,86cm,58cm,86cm,"東京都","体操,バレエ"
5081,"櫻花さや",https://pics.javhoo.net/2016/02/e2u_a.jpg,,,,,,,,
5082,"榎本典子",https://pics.javhoo.net/2016/02/1fv_a.jpg,,158cm,F,90cm,64cm,89cm,,
5083,"山野潤子",https://pics.javhoo.net/2016/02/1u3_a.jpg,,,,,,,,
5084,"月神サラ",https://pics.javhoo.net/2016/02/2mj_a.jpg,,164cm,,86cm,58cm,88cm,,
5085,"松本理沙",https://pics.javhoo.net/2016/02/37v_a.jpg,1980-01-20,,D,85cm,58cm,84cm,,
5086,"広咲涼香",https://pics.javhoo.net/2016/02/3ez_a.jpg,1980-11-11,,,83cm,60cm,87cm,,
5087,"蛯原まい",https://pics.javhoo.net/2016/02/4ej_a.jpg,1986-11-05,163cm,B,81cm,58cm,85cm,"東京都","ダイビング,バレエ"
5088,"みなもとみいな",https://pics.javhoo.net/2016/02/4ln_a.jpg,,153cm,,86cm,59cm,84cm,,
5089,"甘衣ここあ",https://pics.javhoo.net/2016/02/4sr_a.jpg,,,,,,,,
5090,"夏川えり",https://pics.javhoo.net/2016/02/5sb_a.jpg,1990-01-25,155cm,E,88cm,63cm,85cm,"神奈川県","バレーボール"
5091,"松浦ひろみ",https://pics.javhoo.net/2016/02/5zf_a.jpg,1984-08-31,156cm,,82cm,56cm,84cm,,"ショッピング,温泉"
5092,"美咲彩",https://pics.javhoo.net/2016/02/6kr_a.jpg,,,L,120cm,65cm,102cm,,"買い物,ネイル"
5093,"中山美嘉",https://pics.javhoo.net/2016/02/6yz_a.jpg,1984-06-01,,C,84cm,60cm,84cm,,"カラオケ,スポーツ"
5094,"一色彩果",https://pics.javhoo.net/2016/02/763_a.jpg,1978-01-14,,,83cm,58cm,83cm,,
5095,"大沢里菜",https://pics.javhoo.net/2016/02/85n_a.jpg,1993-03-09,150cm,C,80cm,58cm,82cm,,"バスケットボール"
5096,"菊川亜美",https://pics.javhoo.net/2016/02/8cr_a.jpg,,161cm,C,80cm,58cm,86cm,,
5097,"沢井美智",https://pics.javhoo.net/2016/02/8jv_a.jpg,,,,,,,,
5098,"斉木ゆあ（竹崎ゆりな）",https://pics.javhoo.net/2016/02/957_a.jpg,,,,,,,,
5099,"千秋のどか",https://pics.javhoo.net/2016/02/9cb_a.jpg,1988-02-14,165cm,H,90cm,59cm,89cm,"神奈川県","ショッピング"
5100,"有須あゆみ",https://pics.javhoo.net/2016/02/kzq_a.jpg,,,,,,,,
5101,"水嶋杏樹",https://pics.javhoo.net/2016/02/oqu_a.jpg,,,,,,,,
5102,"蒼井朱里",https://pics.javhoo.net/2016/02/p52_a.jpg,,,,,,,,
5103,"三井エリ",https://pics.javhoo.net/2016/02/1z_a.jpg,1980-02-23,,,86cm,60cm,88cm,,"寝ること"
5104,"はらだはるな",https://pics.javhoo.net/2016/02/nb_a.jpg,1982-02-20,160cm,C,84cm,59cm,84cm,"福岡県","タイ語,イラスト,桃鉄"
5105,"前田優香",https://pics.javhoo.net/2016/02/uf_a.jpg,1985-01-25,154cm,I,100cm,60cm,91cm,"長野県","料理,音楽鑑賞"
5106,"双葉このみ",https://pics.javhoo.net/2016/02/11j_a.jpg,1982-10-10,150cm,C,80cm,55cm,81cm,"埼玉県",
5107,"黒谷渚",https://pics.javhoo.net/2016/02/18n_a.jpg,,170cm,B,82cm,59cm,86cm,,
5108,"星沢マリ",https://pics.javhoo.net/2016/02/1fr_a.jpg,,160cm,,84cm,59cm,84cm,"東京都","ショッピング"
5109,"立花美都子",https://pics.javhoo.net/2016/02/1tz_a.jpg,,,,,,,,
5110,"一色明奈",https://pics.javhoo.net/2016/02/213_a.jpg,1989-12-28,156cm,E,85cm,58cm,86cm,"東京都","料理,Hなこと"
5111,"梅宮しずか",https://pics.javhoo.net/2016/02/37r_a.jpg,,,,,,,,
5112,"菊川真由",https://pics.javhoo.net/2016/02/3ev_a.jpg,1980-08-10,,,83cm,56cm,86cm,,
5113,"小春桃香",https://pics.javhoo.net/2016/02/h8r_a.jpg,,,,,,,,
5114,"青木絵里",https://pics.javhoo.net/2016/02/3lz_a.jpg,1981-03-08,159cm,,83cm,58cm,80cm,"東京都","映画鑑賞"
5115,"杉本れみ",https://pics.javhoo.net/2016/02/407_a.jpg,,,,,,,,
5116,"我那覇あや",https://pics.javhoo.net/2016/02/47b_a.jpg,1986-06-15,159cm,C,83cm,61cm,85cm,"沖縄県","カラオケ"
